	word	correct	n1	suggest
13062	وينتهي		0.0	
13063	الأمر		0.0	
13064	؛		0.0	
13065	فقد		0.0	
13066	كانت		0.0	
13067	هذه		0.0	
13068	المباراة		0.0	
13069	بالذات		0.0	
13070	مليئة		0.0	
13071	بالدلالات		0.0	
13072	السياسية		0.0	
13073	والتاريخية		0.0	
13074	التي		0.0	
13075	لا		0.0	
13076	تخطئها		0.0	
13077	العين		0.0	
13078	.\n		0.0	
13079	\n		0.0	
13080	المباراة		0.0	
13081	تُلعب		0.0	
13082	في		0.0	
13083	ملعب		0.0	
13084	«		0.0	
13085	5		0.0	
13086	يوليو		0.0	
13087	»،		0.0	
13088	وهو		0.0	
13089	الملعب		0.0	
13090	الذي		0.0	
13091	سُمي		0.0	
13092	على		0.0	
13093	التاريخ		0.0	
13094	الذي		0.0	
13095	أعلنت		0.0	
13096	فيه		0.0	
13097	الجزائر		0.0	
13098	استقلالها		0.0	
13099	من		0.0	
13100	المستعمر		0.0	
13101	الفرنسيّ		0.0	
13102	،		0.0	
13103	كما		0.0	
13104	أنّ		0.0	
13105	هذه		0.0	
13106	المباراة		0.0	
13107	هي		0.0	
13108	النهائيّة		0.0	
13109	في		0.0	
13110	دورة		0.0	
13111	الألعاب		0.0	
13112	المتوسّطية		0.0	
13113	،		0.0	
13114	أول		0.0	
13115	دورة		0.0	
13116	كرويّة		0.0	
13117	دوليّة		0.0	
13118	تنظّمها		0.0	
13119	الجزائر		0.0	
13120	التي		0.0	
13121	نالت		0.0	
13122	استقلالها		0.0	
13123	من		0.0	
13124	فرنسا		0.0	
13125	قبل		0.0	
13126	13		0.0	
13127	سنة		0.0	
13128	فقط		0.0	
13129	،		0.0	
13130	وبالتالي		0.0	
13131	فإن		0.0	
13132	الأنظار		0.0	
13133	متّجهة		0.0	
13134	نحوها		0.0	
13135	،		0.0	
13136	والتكهنات		0.0	
13137	حول		0.0	
13138	إمكانيّة		0.0	
13139	تنظيم		0.0	
13140	هذه		0.0	
13141	الدولة		0.0	
13142	«		0.0	
13143	الفتيّة		0.0	
13144	»		0.0	
13145	لدورة		0.0	
13146	بهذا		0.0	
13147	الحجم		0.0	
13148	.\n		0.0	
13149	\n		0.0	
13150	المنتخب		0.0	
13151	الجزائري		0.0	
13152	سنوات		0.0	
13153	السبعينيات		0.0	
13154	–		0.0	
13155	المصدر		0.0	
13156	\n		0.0	
13157	\n		0.0	
13158	بدا		0.0	
13159	الرئيس		0.0	
13160	الجزائريّ		0.0	
13161	منزعجًا		0.0	
13162	من		0.0	
13163	هذه		0.0	
13164	النتيجة		0.0	
13165	،		0.0	
13166	التي		0.0	
13167	ستعني		0.0	
13168	أنّه		0.0	
13169	سيقوم		0.0	
13170	ويحيّي		0.0	
13171	النشيد		0.0	
13172	الفرنسيّ		0.0	
13173	«		0.0	
13174	لامارساياز		1.0	مارسيليا
13175	»		0.0	
13176	الذي		0.0	
13177	سيُعزف		0.0	
13178	إن		0.0	
13179	استمرّت		0.0	
13180	النتيجة		0.0	
13181	على		0.0	
13182	حالها		0.0	
13183	وفاز		0.0	
13184	المنتخب		0.0	
13185	الفرنسيّ		0.0	
13186	،		0.0	
13187	أطفأ		0.0	
13188	بومدين		0.0	
13189	سيجاره		0.0	
13190	الكوبيّ		0.0	
13191	الذي		0.0	
13192	أرسله		0.0	
13193	صديقه		0.0	
13194	فيديل		15.0	فيذيل;فيدلي;فديلي;فبديل;فيجيل;فيدبل;فيديا;فيدي;فيدل;فييل;فديل;فليدي;فيديص;فيديث;فيقيل
13195	كاسترو		4.0	كاسرو;كاس ترو;كاست رو;استروح
13196	خصّيصًا		0.0	
13197	من		0.0	
13198	أجله		0.0	
13199	،		0.0	
13200	وغادر		0.0	
13201	المنصّة		0.0	
13202	الشرفيّة		0.0	
13203	بعد		0.0	
13204	أن		0.0	
13205	تيقّن		0.0	
13206	أن		0.0	
13207	النتيجة		0.0	
13208	ستبقى		0.0	
13209	على		0.0	
13210	حالها		0.0	
13211	،		0.0	
13212	لكن		0.0	
13213	تسديدة		15.0	تسديده;تسددية;تسديد;تسدية;سديدة;تسديدية;فسديدة;تسديدك;كسديدة;تسديدا;لسديدة;بسديدة;تسديدي;وسديدة;أسديدة
13214	من		0.0	
13215	طرف		0.0	
13216	عُمر		0.0	
13217	بطروني		0.0	
13218	الذي		0.0	
13219	عدّل		0.0	
13220	النتيجة		0.0	
13221	في		0.0	
13222	الدقيقة		0.0	
13223	التسعين		0.0	
13224	أعادت		0.0	
13225	الرئيس		0.0	
13226	الذي		0.0	
13227	همّ		0.0	
13228	بالمغادرة		0.0	
13229	إلى		0.0	
13230	المنصّة		0.0	
13231	الشرفيّة		0.0	
13232	.		0.0	
13233	في		0.0	
13234	الأشواط		0.0	
13235	الإضافية		0.0	
13236	،		0.0	
13237	سجّل		0.0	
13238	اللاعب		0.0	
13239	منقلّاتي		0.0	
13240	هدف		0.0	
13241	الفوز		0.0	
13242	للمنتخب		0.0	
13243	الجزائري		0.0	
13244	،		0.0	
13245	ليهدي		0.0	
13246	بذلك		0.0	
13247	التتويج		0.0	
13248	للجزائر		0.0	
13249	،		0.0	
13250	ويُرفع		0.0	
13251	نشيد		0.0	
13252	«		0.0	
13253	قسمًا		0.0	
13254	»		0.0	
13255	بدل		0.0	
13256	«		0.0	
13257	لامارساياز		1.0	مارسيليا
13258	».\n		0.0	
13259	\n		0.0	
13260	كانت		0.0	
13261	هذه		0.0	
13262	هي		0.0	
13263	المباراة		0.0	
13264	النهائيّة		0.0	
13265	لدورة		0.0	
13266	ألعاب		0.0	
13267	البحر		0.0	
13268	الأبيض		0.0	
13269	المتوسّط		0.0	
13270	التي		0.0	
13271	جرت		0.0	
13272	في		0.0	
13273	العاصمة		0.0	
13274	الجزائر		0.0	
13275	في		0.0	
13276	السادس		0.0	
13277	من		0.0	
13278	سبتمبر		0.0	
13279	(		0.0	
13280	أيلول		0.0	
13281	)		0.0	
13282	سنة		0.0	
13283	1975		0.0	
13284	،		0.0	
13285	أي		0.0	
13286	بعد		0.0	
13287	13		0.0	
13288	سنة		0.0	
13289	فقط		0.0	
13290	من		0.0	
13291	انتهاء		0.0	
13292	الثورة		0.0	
13293	الجزائرية		0.0	
13294	ضد		0.0	
13295	المستعمر		0.0	
13296	الفرنسيّ		0.0	
13297	ونيل		0.0	
13298	الجزائر		0.0	
13299	لاستقلالها		0.0	
13300	سنة		0.0	
13301	1962		0.0	
13302	،		0.0	
13303	ولعلها		0.0	
13304	كانت		0.0	
13305	أوّل		0.0	
13306	مواجهة		0.0	
13307	بين		0.0	
13308	عدوّي		0.0	
13309	الماضي		0.0	
13310	القريب		0.0	
13311	،		0.0	
13312	لكن		0.0	
13313	هذه		0.0	
13314	المرة		0.0	
13315	في		0.0	
13316	المستطيل		0.0	
13317	الأخضر		0.0	
13318	بدل		0.0	
13319	الجبال		0.0	
13320	وساحات		0.0	
13321	الحرب		0.0	
13322	.\n		0.0	
13323	2		0.0	
13324	-«		0.0	
13325	الشيطان		0.0	
13326	الأعظم		0.0	
13327	»		0.0	
13328	ضد		0.0	
13329	«		0.0	
13330	محور		0.0	
13331	الشرّ		0.0	
13332	»..		0.0	
13333	إيران		0.0	
13334	تواجه		0.0	
13335	أمريكا		0.0	
13336	في		0.0	
13337	كأس		0.0	
13338	العالم		0.0	
13339	98		0.0	
13340	\n		0.0	
13341	\n		0.0	
13342	هذه		0.0	
13343	الليلة		0.0	
13344	،		0.0	
13345	الخصم		0.0	
13346	المتكبّر		0.0	
13347	والمتعجرف		0.0	
13348	تجرّع		0.0	
13349	مرّة		0.0	
13350	أخرى		0.0	
13351	طعم		0.0	
13352	الهزيمة		0.0	
13353	على		0.0	
13354	أيديكم		0.0	
13355	\n		0.0	
13356	*		0.0	
13357	علي		0.0	
13358	خامنئي		2.0	خام نئي;خامي
13359	مرشد		0.0	
13360	الثورة		0.0	
13361	الإيرانيّة		0.0	
13362	مخاطبًا		0.0	
13363	الفريق		0.0	
13364	الإيراني		0.0	
13365	\n		0.0	
13366	\n		0.0	
13367	دخل		0.0	
13368	لاعبو		0.0	
13369	المنتخب		0.0	
13370	الإيراني		0.0	
13371	ملعب		0.0	
13372	ليون		0.0	
13373	،		0.0	
13374	وهم		0.0	
13375	يحملون		0.0	
13376	ورودًا		0.0	
13377	بيضاء		0.0	
13378	تعبيرًا		0.0	
13379	عن		0.0	
13380	السلام		0.0	
13381	،		0.0	
13382	سلام		0.0	
13383	لم		0.0	
13384	يتحقّق		0.0	
13385	طوال		0.0	
13386	20		0.0	
13387	سنة		0.0	
13388	مضت		0.0	
13389	مع		0.0	
13390	خصمهم		0.0	
13391	الذي		0.0	
13392	سيواجهونه		0.0	
13393	لمّدة		0.0	
13394	90		0.0	
13395	دقيقة		0.0	
13396	داخل		0.0	
13397	الملعب		0.0	
13398	،		0.0	
13399	إيران		0.0	
13400	ستواجه		0.0	
13401	لأوّل		0.0	
13402	مرّة		0.0	
13403	الولايات		0.0	
13404	المتحّدة		0.0	
13405	الأمريكية		0.0	
13406	في		0.0	
13407	نهائيات		0.0	
13408	كأس		0.0	
13409	العالم		0.0	
13410	سنة		0.0	
13411	1998		0.0	
13412	بفرنسا		0.0	
13413	.\n		0.0	
13414	\n		0.0	
13415	عندما		0.0	
13416	وضعت		0.0	
13417	القُرعة		0.0	
13418	الولايات		0.0	
13419	المتحدة		0.0	
13420	وإيران		0.0	
13421	في		0.0	
13422	نفس		0.0	
13423	المجموعة		0.0	
13424	في		0.0	
13425	كأس		0.0	
13426	العالم		0.0	
13427	سنة		0.0	
13428	1998		0.0	
13429	،		0.0	
13430	حبس		0.0	
13431	جميع		0.0	
13432	المتابعين		0.0	
13433	أنفاسهم		0.0	
13434	،		0.0	
13435	فبعد		0.0	
13436	القطيعة		0.0	
13437	التي		0.0	
13438	دامت		0.0	
13439	20		0.0	
13440	سنة		0.0	
13441	تقريبًا		0.0	
13442	منذ		0.0	
13443	الثورة		0.0	
13444	الإيرانية		0.0	
13445	سنة		0.0	
13446	1979		0.0	
13447	التي		0.0	
13448	أطاحت		0.0	
13449	شاه		0.0	
13450	إيران		0.0	
13451	المدعوم		0.0	
13452	من		0.0	
13453	طرف		0.0	
13454	الولايات		0.0	
13455	المتحدة		0.0	
13456	،		0.0	
13457	وبعد		0.0	
13458	حادثة		0.0	
13459	حصار		0.0	
13460	السفارة		0.0	
13461	الأمريكية		0.0	
13462	في		0.0	
13463	إيران		0.0	
13464	،		0.0	
13465	كان		0.0	
13466	من		0.0	
13467	المؤكد		0.0	
13468	أن		0.0	
13469	مباراة		0.0	
13470	كهذه		0.0	
13471	لن		0.0	
13472	تكون		0.0	
13473	مقابلة		0.0	
13474	كرويّة		0.0	
13475	كغيرها		0.0	
13476	من		0.0	
13477	مقابلات		0.0	
13478	كأس		0.0	
13479	العالم		0.0	
13480	،		0.0	
13481	فالسياسة		0.0	
13482	والتصريحات		0.0	
13483	الناريّة		0.0	
13484	المتبادلة		0.0	
13485	والاحتجاجات		0.0	
13486	كلها		0.0	
13487	ستحضر		0.0	
13488	في		0.0	
13489	مقابلة		0.0	
13490	كهذه		0.0	
13491	.\n		0.0	
13492	\n		0.0	
13493	\n		0.0	
13494	\n		0.0	
13495	صورة		0.0	
13496	جماعية		0.0	
13497	للمنتخب		0.0	
13498	الأمريكي		0.0	
13499	والإيراني		0.0	
13500	\n		0.0	
13501	\n		0.0	
13502	بعد		0.0	
13503	أن		0.0	
13504	دخل		0.0	
13505	الفريقان		0.0	
13506	إلى		0.0	
13507	أرضيّة		0.0	
13508	الملعب		0.0	
13509	،		0.0	
13510	التقط		0.0	
13511	اللاعبون		0.0	
13512	صورة		0.0	
13513	جماعيّة		0.0	
13514	مبادرة		0.0	
13515	حسن		0.0	
13516	نيّة		0.0	
13517	بين		0.0	
13518	الطرفين		0.0	
13519	،		0.0	
13520	لكن		0.0	
13521	ما		0.0	
13522	إن		0.0	
13523	صفّر		0.0	
13524	الحكم		0.0	
13525	معلنًا		0.0	
13526	بداية		0.0	
13527	المقابلة		0.0	
13528	حتى		0.0	
13529	تحوّلت		0.0	
13530	المباراة		0.0	
13531	إلى		0.0	
13532	منافسة		0.0	
13533	ساخنة		0.0	
13534	يحاول		0.0	
13535	الطرفان		0.0	
13536	بكل		0.0	
13537	قوتهما		0.0	
13538	الفوز		0.0	
13539	بها		0.0	
13540	،		0.0	
13541	وهو		0.0	
13542	ما		0.0	
13543	تحقّق		0.0	
13544	في		0.0	
13545	النهاية		0.0	
13546	للإيرانيين		0.0	
13547	الذين		0.0	
13548	تفوّقوا		0.0	
13549	بهدفين		0.0	
13550	لهدف		0.0	
13551	،		0.0	
13552	ليرسّموا		0.0	
13553	بذلك		0.0	
13554	أوّل		0.0	
13555	فوز		0.0	
13556	لهم		0.0	
13557	في		0.0	
13558	نهائيات		0.0	
13559	كأس		0.0	
13560	العالم		0.0	
13561	،		0.0	
13562	ويُخرجوا		0.0	
13563	الولايات		0.0	
13564	المتّحدة		0.0	
13565	من		0.0	
13566	البطولة		0.0	
13567	.		0.0	
13568	بعد		0.0	
13569	هذه		0.0	
13570	المقابلة		0.0	
13571	التاريخية		0.0	
13572	بكل		0.0	
13573	المقاييس		0.0	
13574	بـ18		0.0	
13575	شهرًا		0.0	
13576	،		0.0	
13577	التقى		0.0	
13578	الطرفان		0.0	
13579	مرّة		0.0	
13580	أخرى		0.0	
13581	في		0.0	
13582	مباراة		0.0	
13583	وديّة		0.0	
13584	جرت		0.0	
13585	في		0.0	
13586	كاليفورنيا		3.0	كالفورنيا;كالفورنياي;كالفورني
13587	الأمريكيّة		0.0	
13588	،		0.0	
13589	تعادلا		0.0	
13590	فيها		0.0	
13591	بنتيجة		0.0	
13592	هدف		0.0	
13593	مقابل		0.0	
13594	هدف		0.0	
13595	.\n		0.0	
13596	3		0.0	
13597	-		0.0	
13598	الأرجنتين		0.0	
13599	-		0.0	
13600	إنجلترا		0.0	
13601	..		0.0	
13602	حرب		0.0	
13603	الفوكلاند		1.0	كالفورني
13604	تنتقل		0.0	
13605	إلى		0.0	
13606	الملعب		0.0	
13607	\n		0.0	
13608	\n		0.0	
13609	من		0.0	
13610	المؤكّد		0.0	
13611	أن		0.0	
13612	جميع		0.0	
13613	عُشّاق		0.0	
13614	كرة		0.0	
13615	القدم		0.0	
13616	قد		0.0	
13617	شاهدوا		0.0	
13618	الهدفين		0.0	
13619	الشهيرين		0.0	
13620	لمارادونا		4.0	لماراثونا;لما رادونا;لمارا دونا;ماراثونا
13621	في		0.0	
13622	مباراة		0.0	
13623	الربع		0.0	
13624	النهائي		0.0	
13625	من		0.0	
13626	كأس		0.0	
13627	العالم		0.0	
13628	بمكسيكو		0.0	
13629	سنة		0.0	
13630	1986		0.0	
13631	.		0.0	
13632	الهدف		0.0	
13633	الأول		0.0	
13634	الذي		0.0	
13635	جاء		0.0	
13636	بعد		0.0	
13637	أن		0.0	
13638	راوغ		0.0	
13639	مارادونا		5.0	ماردونا;ماراثونا;ما رادونا;مارا دونا;مارونا
13640	أغلب		0.0	
13641	لاعبي		0.0	
13642	المنتخب		0.0	
13643	الإنجليزي		0.0	
13644	وتلاعب		0.0	
13645	بهم		0.0	
13646	كالأطفال		0.0	
13647	،		0.0	
13648	بينما		0.0	
13649	كان		0.0	
13650	الثاني		0.0	
13651	هدفًا		0.0	
13652	دخلت		0.0	
13653	به		0.0	
13654	يدُ		0.0	
13655	مارادونا		5.0	ماردونا;ماراثونا;ما رادونا;مارا دونا;مارونا
13656	التاريخ		0.0	
13657	بدل		0.0	
13658	رجله		0.0	
13659	،		0.0	
13660	إذ		0.0	
13661	استطاع		0.0	
13662	مُخادعة		0.0	
13663	حكم		0.0	
13664	المباراة		0.0	
13665	الذي		0.0	
13666	لم		0.0	
13667	يلحظ		0.0	
13668	أن		0.0	
13669	مارادونا		5.0	ماردونا;ماراثونا;ما رادونا;مارا دونا;مارونا
13670	قد		0.0	
13671	سجّل		0.0	
13672	الهدف		0.0	
13673	بيده		0.0	
13674	،		0.0	
13675	لتفوز		0.0	
13676	الأرجنتين		0.0	
13677	على		0.0	
13678	إنجلترا		0.0	
13679	وتتأهّل		0.0	
13680	إلى		0.0	
13681	النصف		0.0	
13682	النهائي		0.0	
13683	،		0.0	
13684	لتصبح		0.0	
13685	بطلة		0.0	
13686	العالم		0.0	
13687	في		0.0	
13688	تلك		0.0	
13689	الدورة		0.0	
13690	.\n		0.0	
13691	\n		0.0	
13692	لكن		0.0	
13693	ما		0.0	
13694	قد		0.0	
13695	لا		0.0	
13696	يعرفه		0.0	
13697	الكثيرون		0.0	
13698	،		0.0	
13699	هو		0.0	
13700	السياق		0.0	
13701	السياسي		0.0	
13702	الملتهب		0.0	
13703	الذي		0.0	
13704	لُعبت		0.0	
13705	فيه		0.0	
13706	تلك		0.0	
13707	المباراة		0.0	
13708	،		0.0	
13709	فقبلها		0.0	
13710	بأربع		0.0	
13711	سنوات		0.0	
13712	فقط		0.0	
13713	،		0.0	
13714	كانت		0.0	
13715	الحرب		0.0	
13716	تدوّي		0.0	
13717	بين		0.0	
13718	بريطانيا		0.0	
13719	والأرجنتين		0.0	
13720	بسبب		0.0	
13721	احتلال		0.0	
13722	الأخيرة		0.0	
13723	لجزر		0.0	
13724	الفوكلاند		1.0	كالفورني
13725	التابعة		0.0	
13726	لبريطانيا		0.0	
13727	،		0.0	
13728	والتي		0.0	
13729	تبعد		0.0	
13730	عن		0.0	
13731	الأراضي		0.0	
13732	الأرجنتينية		0.0	
13733	حوالي		0.0	
13734	500		0.0	
13735	كم		0.0	
13736	،		0.0	
13737	ممّا		0.0	
13738	أشعل		0.0	
13739	صراعًا		0.0	
13740	عسكريًّا		0.0	
13741	بين		0.0	
13742	الطرفين		0.0	
13743	سقط		0.0	
13744	على		0.0	
13745	إثره		0.0	
13746	900		0.0	
13747	قتيل		0.0	
13748	،		0.0	
13749	وبالتالي		0.0	
13750	فإن		0.0	
13751	المباراة		0.0	
13752	التي		0.0	
13753	دارت		0.0	
13754	بينهما		0.0	
13755	كانت		0.0	
13756	بطعم		0.0	
13757	«		0.0	
13758	الانتقام		0.0	
13759	»		0.0	
13760	لمن		0.0	
13761	قُتلوا		0.0	
13762	على		0.0	
13763	أيدي		0.0	
13764	الطرف		0.0	
13765	الآخر		0.0	
13766	.		0.0	
13767	وقد		0.0	
13768	كان		0.0	
13769	النجم		0.0	
13770	الأرجنتيني		0.0	
13771	دييغو		2.0	دي يغو;غوادي
13772	مارادونا		5.0	ماردونا;ماراثونا;ما رادونا;مارا دونا;مارونا
13773	قد		0.0	
13774	أعلن		0.0	
13775	أنّه		0.0	
13776	وزملاءه		0.0	
13777	قد		0.0	
13778	دخلوا		0.0	
13779	المباراة		0.0	
13780	«		0.0	
13781	وهم		0.0	
13782	يفكّرون		0.0	
13783	في		0.0	
13784	مواطنيهم		0.0	
13785	الذين		0.0	
13786	سقطوا		0.0	
13787	جراء		0.0	
13788	الحرب		0.0	
13789	كالعصافير		0.0	
13790	الصغيرة		0.0	
13791	».\n		0.0	
13792	\n		0.0	
13793	صحيح		0.0	
13794	أن		0.0	
13795	المباراة		0.0	
13796	والحرب		0.0	
13797	انتهتا		0.0	
13798	منذ		0.0	
13799	أكثر		0.0	
13800	من		0.0	
13801	30		0.0	
13802	سنة		0.0	
13803	،		0.0	
13804	إلاّ		0.0	
13805	أن		0.0	
13806	الصراع		0.0	
13807	على		0.0	
13808	الجزر		0.0	
13809	بين		0.0	
13810	الأرجنتين		0.0	
13811	وبريطانيا		0.0	
13812	لم		0.0	
13813	يحسم		0.0	
13814	بعد		0.0	
13815	،		0.0	
13816	فقبل		0.0	
13817	شهور		0.0	
13818	قليلة		0.0	
13819	فقط		0.0	
13820	اعتبر		0.0	
13821	وزير		0.0	
13822	الدفاع		0.0	
13823	الأرجنتينيّ		0.0	
13824	أن		0.0	
13825	الجزر		0.0	
13826	أرجنتينيّة		0.0	
13827	بالفعل		0.0	
13828	،		0.0	
13829	مما		0.0	
13830	أثار		0.0	
13831	ردود		0.0	
13832	فعل		0.0	
13833	غاضبة		0.0	
13834	في		0.0	
13835	بريطانيا		0.0	
13836	،		0.0	
13837	كما		0.0	
13838	زادت		0.0	
13839	الجزيرة		0.0	
13840	-		0.0	
13841	المسيطر		0.0	
13842	عليها		0.0	
13843	من		0.0	
13844	طرف		0.0	
13845	بريطانيا		0.0	
13846	-		0.0	
13847	من		0.0	
13848	قوّاتها		0.0	
13849	الجويّة		0.0	
13850	الدفاعية		0.0	
13851	تحسّبًا		0.0	
13852	لأي		0.0	
13853	هجوم		0.0	
13854	أرجنتينيّ		0.0	
13855	عليها		0.0	
13856	.\n		0.0	
13857	4		0.0	
13858	-		0.0	
13859	الحرب		0.0	
13860	الباردة		0.0	
13861	تنتقل		0.0	
13862	إلى		0.0	
13863	العشب		0.0	
13864	الأخضر		0.0	
13865	..		0.0	
13866	ألمانيا		0.0	
13867	الشرقية		0.0	
13868	ضد		0.0	
13869	ألمانيا		0.0	
13870	الغربية		0.0	
13871	\n		0.0	
13872	\n		0.0	
13873	بعد		0.0	
13874	الحرب		0.0	
13875	العالمية		0.0	
13876	الثانية		0.0	
13877	،		0.0	
13878	خرجت		0.0	
13879	ألمانيا		0.0	
13880	منهزمة		0.0	
13881	ومنقسمة		0.0	
13882	بين		0.0	
13883	شرقية		0.0	
13884	وغربيّة		0.0	
13885	،		0.0	
13886	وأصبحت		0.0	
13887	ساحةً		0.0	
13888	للحرب		0.0	
13889	الباردة		0.0	
13890	بين		0.0	
13891	المعسكرين		0.0	
13892	الشرقيّ		0.0	
13893	بقيادة		0.0	
13894	الاتحاد		0.0	
13895	السوفياتي		0.0	
13896	والغربي		0.0	
13897	بقيادة		0.0	
13898	الولايات		0.0	
13899	المتحدة		0.0	
13900	وحلفائها		0.0	
13901	الأوروبيّين		0.0	
13902	،		0.0	
13903	وقد		0.0	
13904	فازت		0.0	
13905	ألمانيا		0.0	
13906	الغربيّة		0.0	
13907	بشرف		0.0	
13908	تنظيم		0.0	
13909	كأس		0.0	
13910	العالم		0.0	
13911	في		0.0	
13912	سنة		0.0	
13913	1974		0.0	
13914	،		0.0	
13915	لتضعها		0.0	
13916	القرعة		0.0	
13917	ضد		0.0	
13918	الجارة		0.0	
13919	،		0.0	
13920	والعدوّة		0.0	
13921	اللدودة		0.0	
13922	ألمانيا		0.0	
13923	الغربيّة		0.0	
13924	.\n		0.0	
13925	\n		0.0	
13926	كلّ		0.0	
13927	شيء		0.0	
13928	في		0.0	
13929	تلك		0.0	
13930	الدورة		0.0	
13931	كان		0.0	
13932	ينذر		0.0	
13933	بأجواء		0.0	
13934	سياسيّة		0.0	
13935	متوتّرة		0.0	
13936	،		0.0	
13937	فالاتحاد		0.0	
13938	السوفياتيّ		0.0	
13939	لم		0.0	
13940	يشارك		0.0	
13941	بسبب		0.0	
13942	رفضه		0.0	
13943	اللعب		0.0	
13944	أمام		0.0	
13945	منتخب		0.0	
13946	تشيلي		0.0	
13947	،		0.0	
13948	بسبب		0.0	
13949	الانقلاب		0.0	
13950	الذي		0.0	
13951	قاده		0.0	
13952	الجنرال		0.0	
13953	بينوشيه		3.0	بي نوشيه;بين وشيه;نوشيه
13954	بدعم		0.0	
13955	من		0.0	
13956	الولايات		0.0	
13957	المتحدة		0.0	
13958	،		0.0	
13959	كما		0.0	
13960	أنّ		0.0	
13961	التخوّف		0.0	
13962	من		0.0	
13963	أعمال		0.0	
13964	عنف		0.0	
13965	من		0.0	
13966	طرف		0.0	
13967	جماعات		0.0	
13968	مسلّحة		0.0	
13969	كان		0.0	
13970	على		0.0	
13971	أشدّه		0.0	
13972	،		0.0	
13973	فقبلها		0.0	
13974	بسنتين		0.0	
13975	فقط		0.0	
13976	،		0.0	
13977	عندما		0.0	
13978	نظّمت		0.0	
13979	مدينة		0.0	
13980	ميونخ		2.0	مخوني;ميمون
13981	دورة		0.0	
13982	الألعاب		0.0	
13983	الأولمبيّة		0.0	
13984	،		0.0	
13985	شهدت		0.0	
13986	هجومًا		0.0	
13987	مسلّحًا		0.0	
13988	قادته		0.0	
13989	مجموعة		0.0	
13990	فلسطينيّة		0.0	
13991	مسلّحة		0.0	
13992	تُدعى		0.0	
13993	«		0.0	
13994	أيلول		0.0	
13995	الأسود		0.0	
13996	»،-		0.0	
13997	نِسبة		0.0	
13998	إلى		0.0	
13999	أحداث		0.0	
14000	سبتمبر		0.0	
14001	1971		0.0	
14002	حين		0.0	
14003	اشتبك		0.0	
14004	الجيش		0.0	
14005	الأردنيّ		0.0	
14006	مع		0.0	
14007	قوّات		0.0	
14008	منظمة		0.0	
14009	التحرير		0.0	
14010	الفلسطينيّة		0.0	
14011	ووقع		0.0	
14012	بسبب		0.0	
14013	ذلك		0.0	
14014	عدّة		0.0	
14015	قتلى		0.0	
14016	-.		0.0	
14017	وقد		0.0	
14018	استهدف		0.0	
14019	الهجوم		0.0	
14020	الفلسطينيّ		0.0	
14021	البعثة		0.0	
14022	الرياضيّة		0.0	
14023	الإسرائيليّة		0.0	
14024	،		0.0	
14025	وقُتل		0.0	
14026	على		0.0	
14027	أثر		0.0	
14028	ذلك		0.0	
14029	11		0.0	
14030	رياضيًّا		0.0	
14031	إسرائيليًّا		0.0	
14032	.\n		0.0	
14033	مباريات		0.0	
14034	تاريخيّةمباريات		1.0	تاريخيات
14035	تاريخيّة		0.0	
14036	\n		0.0	
14037	\n		0.0	
14038	هذا		0.0	
14039	ما		0.0	
14040	جعل		0.0	
14041	دورة		0.0	
14042	كأس		0.0	
14043	العالم		0.0	
14044	بعدها		0.0	
14045	بسنتين		0.0	
14046	تحظى		0.0	
14047	بحراسة		0.0	
14048	أمنيّة		0.0	
14049	مشدّدة		0.0	
14050	.		0.0	
14051	رغم		0.0	
14052	أنّ		0.0	
14053	المباراة		0.0	
14054	على		0.0	
14055	المستوى		0.0	
14056	الكرويّ		0.0	
14057	لم		0.0	
14058	تكن		0.0	
14059	مصيريّة		0.0	
14060	،		0.0	
14061	فقد		0.0	
14062	ضمن		0.0	
14063	التأهّل		0.0	
14064	فريق		0.0	
14065	ألمانيا		0.0	
14066	الغربيّة		0.0	
14067	بعد		0.0	
14068	فوزه		0.0	
14069	على		0.0	
14070	تشيلي		0.0	
14071	وأستراليا		0.0	
14072	،		0.0	
14073	بينما		0.0	
14074	فاز		0.0	
14075	منتخب		0.0	
14076	ألمانيا		0.0	
14077	الشرقية		0.0	
14078	على		0.0	
14079	أستراليا		0.0	
14080	وتعادل		0.0	
14081	مع		0.0	
14082	الشيلي		15.0	الشبلي;الشيبي;الشيل;لشيلي;الشتيلي;التشيلي;الذيلي;الثيلي;الفيلي;فلشيلي;الشغلي;الغيلي;الشيعي;الشعلي;العيلي
14083	؛		0.0	
14084	إلاّ		0.0	
14085	أن		0.0	
14086	الرمزية		0.0	
14087	السياسيّة		0.0	
14088	للمباراة		0.0	
14089	كانت		0.0	
14090	طاغية		0.0	
14091	،		0.0	
14092	فقد		0.0	
14093	لفتت		0.0	
14094	أنظار		0.0	
14095	العالم		0.0	
14096	أجمع		0.0	
14097	.\n		0.0	
14098	\n		0.0	
14099	ورغم		0.0	
14100	أنّ		0.0	
14101	كفّة		0.0	
14102	التوقّعات		0.0	
14103	كانت		0.0	
14104	ترشّح		0.0	
14105	منتخب		0.0	
14106	ألمانيا		0.0	
14107	الغربيّة		0.0	
14108	بقيادة		0.0	
14109	النجم		0.0	
14110	فراتز		15.0	فرازت;فارزت;فرزتا;فرات;فراز;فاتزر;فرزات;زفرات;فتراز;فراتع;فراته;فراجز;فراتك;فراكز;فرامز
14111	بينكنباور		1.0	بوركنابي
14112	،		0.0	
14113	وباقي		0.0	
14114	لاعبي		0.0	
